Screen Name,Location,Tweet
Ashutos9931,"Kolhapur, India","What a Speed😲!!!!
@reliancejio is this speed #jio4g or #jio5g?
@JioCare #Jio https://t.co/0XCwLAA7vs"
User Name,User Location,Tweet
jineshvanjole,"Mumbai, India","RT @IBSAhmedabad: #IBSAhmedabad presents Indian Corporate League (ICL) 2020.
Make your Corporate11!
Know more about Player 9: https://t.co/…"
appitekbot,The Cloud,"RT @IBSAhmedabad: #IBSAhmedabad presents Indian Corporate League (ICL) 2020.
Make your Corporate11!
Know more about Player 9: https://t.co/…"
IBSAhmedabad,"Ahmedabad, India","#IBSAhmedabad presents Indian Corporate League (ICL) 2020.
Make your Corporate11!
Know more about Player 9:… https://t.co/806Spn9fbE"
priyen84,Ahmedabad,"Airtel broadband service is one of the worst service, took money a week back but still no word from their employees… https://t.co/4VpdxjfMmb"
DeepakParasher3,,"Are the Jiofibre services closed. Does the company itself exists or sold ??
CC, WhatsApp, live chat, no support wor… https://t.co/B5CYxGQ9th"
atitvaidya,Ahmedabad India,@JioCare @reliancejio Jio postpaid plus is really a surprising deal.. Jio Saavan Pro is paid??? Please mention the… https://t.co/SZZHAyHwl2
IskconE,Ahmedabad,"#dailynews 👈 
.
.
.
Follow us
.
.
.
.
#news #TWICE_CANT_STOP_US #airtel #jio  #latestnews #ratantata #india #exim… https://t.co/kc1MbKWwDq"
KeyurRohit,"Diu, India","Should You Wait for 5G or Buy 4G Phone Now? 🔥 https://t.co/qzR91rI1w0 via @YouTube 

#5G #jio #jiospeed #jio5g… https://t.co/9k7lsdrc2G"
gadariya,Ahmedabad,"Please find attachment for complain no.
Mo.8238068920
Without any resolution your Network team closed my complain.… https://t.co/ePJ3y0Uy3W"
Jariwala900,"Surat, India","Dear #jio 
Do you think you provide genuinely Service like #4GService

@JioCare @reliancejio @reliancegroup @ril_foundation"
Jariwala900,"Surat, India","Dear #jio your director #MukeshAmbani drop share in share market
so why impact to your service for customer
we'd pa… https://t.co/uHoimTlx92"
PhoneZippy,"Gujarat, India","As of 2020, India is the second-largest telecommunications market across the globe, with a subscriber base of over… https://t.co/E89JPQyjEB"
ca_shridhar,"Gujarat, India","@reliancejio @JioCare this is a unique (&amp; senseless) response! How can I change location from my home?

Not just in… https://t.co/D3wkm9xiBg"
__iamronak,"Anand, India",From past few month #jio didn’t hear the voice of people and can’t even interest to solve Custmer problem and where… https://t.co/Y2NvuuH2nj
Rutvik_Sakariya,"Gujarat, India",If you are in that area their no #electricity from early morning and no #Network  or  #internet  and also you have… https://t.co/3PURycXFuN
api_daily,,"RT @digitalkinghub: He changed the future of INDIA with his problem-solving idea.

He invested all the ROI from the petroleum industry in t…"
chidambara09,Mysore  and  BERLIN,"RT @digitalkinghub: He changed the future of INDIA with his problem-solving idea.

He invested all the ROI from the petroleum industry in t…"
digitalkinghub,"Rajkot, India","He changed the future of INDIA with his problem-solving idea.

He invested all the ROI from the petroleum industry… https://t.co/vhIvsd8RJ7"
ILaxmanGadhavi,"Kutch, Gujarat, India","Bye bye @reliancejio I will port my jio number #jio to @airtelindia ...
Because of your 3rd class services… https://t.co/1jdj9qxJ3s"
VikashK18336205,,"RT @navgujaratsamay: Mumbai Indians Qualifies for Playoffs in IPL 2020

#mumbaiindians #rohitsharma #jaspritbumrah #mukeshambani #neetaamba…"
Kuldeep61717902,"Gujarat, India",#jio network 📶 issue faced since last 1 weeks. Kindly help me for port
jatinchavda71,"Gujarat, India","@Airtel_Presence
@airtelindia

#Airtel given me 7 working days time to resolve my problem.   It's already 10 days b… https://t.co/oVDMAYTHuu"
jatinchavda_71,"Rajkot, India","@Airtel_Presence
@airtelindia

#Airtel given me 7 working days time to resolve my problem.   It's already 10 days b… https://t.co/ayh6MRNpOs"
AashiqBarot,Una gujarat,"@JioCare @reliancejio
Very low internet speed #jio #RelianceJio #jiospeed
Area pincode: 362510 https://t.co/rxuhSG9Ry1"
User Name,User Location,Tweet
MAYANK8382,"Ahmadabad City, India","RT @ParthaB34769052: #BSNL rated the best but lost the telecom war to #Airtel, #Jio, #Idea why ?
 https://t.co/l5QoFzKNEX"
ParthaB34769052,"Chandigarh, India","#BSNL rated the best but lost the telecom war to #Airtel, #Jio, #Idea why ?
 https://t.co/l5QoFzKNEX"
ThsIs_Akanksha,Saharanpur,"Such a poor internet service of @reliancejio in our area. Looking forward to to get help from @JioCare 

Looks like… https://t.co/YKt2ypqY3v"
KaviNiketan,"Dehradun, India","If you are feeling un-noticed in life.............Type ""PORT Mobile number""   .... and send to 1900

#Airtel #vodafoneindia #JIO 😄😄😄😄"
greetankit,"Kullu, Himachal Pradesh, India","#jio @reliancejio @JioCare @RILCampus @HKhanduja #MukeshAmbani
#Tatti si ho gyi hai #jiospeed Nikammi Jio Kullu Net… https://t.co/lBrzu7TRYR"
_Navneetg_,"Ludhiana, India","@reliancejio customers these days
“YAAR YE NUMBER #JIO PE HO. NON JIO HUA TO CHARGES LAGENGE” 
🤣🤣"
MINDKRRAFT,member of this planet.🙏,"#jio 
Bhai
Why r u torturing us by repeatedly airing #AmitabhBachchan voice
Do u want us to change #Network 
Think… https://t.co/njJktzShdC"
bhuvan_5397,"Ludhiana, India","I would like to appreciate @reliancejio for spreading internet at very cheap prices all over the India.
Jio has big… https://t.co/AIGAAVKuvw"
jagpreet77,"Punjab, India","@reliancejio @JioCare 
I hv #jio sim on which i use internet but every day from 7:00 pm to 10 : 00 pm ur net offers… https://t.co/Ww9LmkPyWx"
gopalprasad780,"Chandigarh, India","@reliancejio. I gone to jio store to buy jiofi device.

Store man says Jiofi is no longer Exist. Now we recommend J… https://t.co/yTvQQAUe8s"
User Name,User Location,Tweet
mladakhi,Thovina Kargil,"Disgusting
#jiospeed 
@reliancejio"
greetankit,"Kullu, Himachal Pradesh, India","#jio @reliancejio @JioCare @RILCampus @HKhanduja #MukeshAmbani
#Tatti si ho gyi hai #jiospeed Nikammi Jio Kullu Net… https://t.co/lBrzu7TRYR"
iamthepolestar,Srinagar,In the time of unfair competitors like #jio there's #burgerkinguk https://t.co/idACY4qqQW
MINDKRRAFT,member of this planet.🙏,"#jio 
Bhai
Why r u torturing us by repeatedly airing #AmitabhBachchan voice
Do u want us to change #Network 
Think… https://t.co/njJktzShdC"
User Name,User Location,Tweet
djb3sra,"Jamshedpur, India","My Jio Fiber is not working.
Red light is blinking throughout.
Worst service. I won't recommend my friend's to inst… https://t.co/xdHIORxK4E"
sandipgupta,"Kolkata, India",Why calls made to #Jio number are getting deducted from my non-Jio minutes? @JioCare
Onlinegurupk2,"West Bengal, India","👍 on @YouTube: #Subhotam multitrade || How to Recharge Rs 1250 in Subhotam multitrade ||SMPLMART #JIO,#tech news,# https://t.co/aVoDMDt7Un"
Onlinegurupk2,"West Bengal, India","👍 on @YouTube: HOW TO EARN MONEY FROM HOME || SMPLMART BUSINESS plan || #SMPLMART #jiojob ,#jio #Recruitmen https://t.co/MErUNt6IpL"
ssonu325,India/Bihar,Sir please reduce the plan of jio 4G recharge for my entire village because we all are using 2g with speech cutting… https://t.co/ZVw6y95t7X
aviiinash,"Pune, India","RT @paulasset: For past many years #Facebook owned #WhatsApp Pay was facing regulatory hurdle to launch, but after Facebook's investment in…"
suraj_kashyap,Delhi,@reliancejio @DoT_India @TRAI totally shameless reply still saying we are working to improve I m not satisfied with… https://t.co/39m6BTIlsH
smarwah82,Mumbai,"RT @paulasset: For past many years #Facebook owned #WhatsApp Pay was facing regulatory hurdle to launch, but after Facebook's investment in…"
Shashank_9292,Hyderbad,"RT @paulasset: For past many years #Facebook owned #WhatsApp Pay was facing regulatory hurdle to launch, but after Facebook's investment in…"
venkataramana5,banglore,"RT @paulasset: For past many years #Facebook owned #WhatsApp Pay was facing regulatory hurdle to launch, but after Facebook's investment in…"
rahuln89,,"RT @paulasset: For past many years #Facebook owned #WhatsApp Pay was facing regulatory hurdle to launch, but after Facebook's investment in…"
akshayjbhattad,Bangalore ,"RT @paulasset: For past many years #Facebook owned #WhatsApp Pay was facing regulatory hurdle to launch, but after Facebook's investment in…"
Break_Silenc,India,"RT @paulasset: For past many years #Facebook owned #WhatsApp Pay was facing regulatory hurdle to launch, but after Facebook's investment in…"
santosh_2207,"Bengaluru South, India","RT @paulasset: For past many years #Facebook owned #WhatsApp Pay was facing regulatory hurdle to launch, but after Facebook's investment in…"
Rizvi84Shozab,,"RT @paulasset: For past many years #Facebook owned #WhatsApp Pay was facing regulatory hurdle to launch, but after Facebook's investment in…"
badhdhakishti,Hyderabad/Chikmagalur,"RT @paulasset: For past many years #Facebook owned #WhatsApp Pay was facing regulatory hurdle to launch, but after Facebook's investment in…"
paulasset,kolkata,"For past many years #Facebook owned #WhatsApp Pay was facing regulatory hurdle to launch, but after Facebook's inve… https://t.co/gOIGCh6iYj"
shivkumar_jsr,"Gamharia, Saraikela Kharsawan",.@JioCare Since last couple of days I am facing the problem of very slow speed of data connectivity with my #Jio Pr… https://t.co/tAidXOsuFo
suraj_kashyap,Delhi,@DoT_India @TRAI @JioCare jio can't resolve issue. almost 4 years but they said we r working #jio lots of jio conne… https://t.co/dDRgrKQ9YG
espreson,"Asansol, India","Your #jio now faster with 1.1.1.1
https://t.co/iuXP1MwjkE"
shayarinsaan,"Patna, India","Today I have not turned on hotspotever once ,Now; what will you say this time?
#jio #JioCare #JioMart 
@reliancejio… https://t.co/dPPaSehkAD"
probuddha,INDIA,@JioCare @DoT_India This is the speed I have been getting from JIO network and they are not taking any corrective a… https://t.co/7k2x59TMqY
SatyamT90332105,"Varanasi, India","Facing internet speed problem with jio
Very annoying, frustrating service by jio
Guys switch to airtel it's over by… https://t.co/IxGz2l5LjU"
imijanur,"Kolkata, India",#jio network #shame on business leaders of our country https://t.co/QJHxVs2QHV
tw_veda,"Kolkata, India","So, just go upgraded to 300 Mbps JioFibre. Do your calculation @JioCare  @JioFibre  #JioFiber  #JioFiberMovement… https://t.co/k87Sq1dDCH"
kaushal_agrawal,"Varanasi, India","Hey Jio why are you charging 4G rates and giving back Only 2G speed

Airtel have lot better speed than you
#Jio
@reliancejio"
bk877754,"Jharkhand, India",#IndiaForFreeSpeech do you know India can ban or boycott Chinese product but India can't boycott or forbid Chinese… https://t.co/VEZlKpjvvS
kunal_abhi,Kolkata,@reliancejio @mumbaiindians @JioCare @reliancejio pathetic #internet #speed. #Jio started cheating its customers in… https://t.co/OAkvBdts95
kunal_abhi,Kolkata,@reliancejio @RCBTweets @JioCare @reliancejio pathetic #internet #speed. #Jio started cheating its customers in var… https://t.co/mqvlDmoI8S
kunal_abhi,Kolkata,@reliancejio @RCBTweets @JioCare @reliancejio pathetic #internet #speed. #Jio started cheating its customers in var… https://t.co/GJFqwglUe1
kunal_abhi,Kolkata,@reliancejio @lionsdenkxip @JioCare @reliancejio pathetic #internet #speed. #Jio started cheating its customers in… https://t.co/9YLh5Ylono
kunal_abhi,Kolkata,@reliancejio @deepikapadukone @RanveerOfficial @JioCare @reliancejio pathetic #internet #speed. #Jio started cheati… https://t.co/IIfQ87K2AR
kunal_abhi,Kolkata,@JioCare @kokilraftaar @JioCare @reliancejio pathetic #internet #speed. #Jio started cheating its customers in vari… https://t.co/RPbPDwSKQF
kunal_abhi,Kolkata,@kokilraftaar @reliancejio @JioGigaFibre @JioCare @JioCare @reliancejio pathetic #internet #speed. #Jio started che… https://t.co/42FqY3wTOr
kunal_abhi,Kolkata,@mrcraju @JioCare @KumarNavin82 @JioCare @reliancejio pathetic #internet #speed. #Jio started cheating its customer… https://t.co/sTAJJ92NTZ
kunal_abhi,Kolkata,@Sandeep73411691 @JioCare @KumarNavin82 @JioCare @reliancejio pathetic #internet #speed. #Jio started cheating its… https://t.co/X3aCZ4dI8z
kunal_abhi,Kolkata,@JioCare @KumarNavin82 @JioCare @reliancejio pathetic #internet #speed. #Jio started cheating its customers in vari… https://t.co/uLPqIBrPrc
kunal_abhi,Kolkata,@raashi_yadav08 @reliancejio @JioCare @reliancegroup @KTRTRS @JioCare @reliancejio pathetic #internet #speed. #Jio… https://t.co/l0fYSjXS1m
kunal_abhi,Kolkata,@KumarNavin82 @JioCare @reliancejio @JioCare @reliancejio pathetic #internet #speed. #Jio started cheating its cust… https://t.co/lA1yaDe8do
kunal_abhi,Kolkata,@KumarNavin82 @JioCare @JioCare @reliancejio pathetic #internet #speed. #Jio started cheating its customers in vari… https://t.co/Nl9YhEqSwg
kunal_abhi,Kolkata,@JioCare @reliancejio pathetic #internet #speed. #Jio started cheating its customers in various ways. Bloody… https://t.co/fpG09MNbpF
JhaArindam,"Raiganj, India",@Airtel_Presence  Got 6 1gb data promo after recharging with 598. 2 Redeemed but speed remains 64kbps. Facing same… https://t.co/oguADVv02w
DekhReview,"Kolkata, India","₹275 Cashback On Bill Payment, Recharge, Electricity ⚡⚡⚡ Google Play Redeem Code | @DekhReview

Link :… https://t.co/1Mt0qfMUew"
User Name,User Location,Tweet
Harsha3636,Shimoga/Bangalore ,@JTNBJP @narendramodi @rsprasad #jio the best network
mohanbn,"Bangalore, India","The new caps do not apply to #Reliance's #Jio #Payments Bank, or to #PayTM, because of their payments banking licen… https://t.co/X27s3zR8zX"
arabicaah,"Goa, India","So sick of #Jio's #FAIL network.. Can't even use Google Pay in #Caranzalem. Fix your shitty network, @JioCare. Seri… https://t.co/1is3rHeMBx"
iamamityadav143,"Bengaluru, India",Wow this is high 4g speed of @reliancejio @JioCare Network. Network varies between 0-20 kb/s which is quite promisi… https://t.co/gbkdt306jS
iamsazid6,"Bengaluru, India",Please improve your signal strength or stop selling sim cards from now 🙏🤦🏻 @reliancejio @JioCare @JioChat #jio… https://t.co/gG3coa7YBk
Cloud_CIO_,"London, England","RT @3aiAssociation: Register Now: https://t.co/cWNfHsVlVI

For more details: https://t.co/FQSpzfiXvJ

#AI #Blockchain #Cybersecurity #Cloud…"
vishaal_rai_,Goa,"Jio network sucks 
#jio #reliance #ambani #network #orlim #goa 
I complained nd thy responded tht ....ur problem ha… https://t.co/1hePNz10ca"
dipgupta1986,"Bengaluru, India","Some websites are not accessible with @JioCare network, but working fine with @Airtel_Presence #jio"
samzad52,"Kurnool, India","@JioCare 
#jio 4g Network issue in our area
#Hyderabad
Borabanda."
YIXUANTU1,"Paris, France","RT @sankushmedia: 🔆
-
-
Follow SANKUSHMEDIA for more stuffs ↩
@sankushmedia
-
-
#jio #google #facebook #data #jiodigital #digital #sankushm…"
sankushmedia,"Bengaluru, India","🔆
-
-
Follow SANKUSHMEDIA for more stuffs ↩
@sankushmedia
-
-
#jio #google #facebook #data #jiodigital #digital… https://t.co/CgZMbissMG"
pankajbhagwanii,"Bangalore, India","Just be aware there is no cancel button option on the @JioMart website.

you have to call or mail to cancel your or… https://t.co/8eq5VPBDtF"
PradeepDass2,"Hosur, Tamil Nadu","Again the same issue at my work location no update and nothing.

One of my friend was a postpaid customer he is get… https://t.co/YHhyDp8z8a"
PradeepDass2,"Hosur, Tamil Nadu","These is how we are getting the 4g speed in our location. We are not even getting 2g these is how the service 
#jio… https://t.co/obvMVd3lxZ"
1828rishu,"Karnataka, India",It's really sad to say that ACT Broadband has done nothing regarding my complaint even after requesting them multip… https://t.co/Mg3vQUXo0K
kanlish_News,"Bengaluru, India","WhatsApp Pay To Start Operations In India
#WhatsAppPay #UPI #GooglePay #Facebook #Jio #Paytm #WhatsApp #KanlishNews
https://t.co/v80c3OGzUH"
